date,year,month,quarter,day,day_of_week,day_name,is_weekend,is_holiday,holiday_name,season,week_of_year
2025-11-28,2025,11,4,28,4,Friday,0,0,Regular Day,Fall,48
2025-11-29,2025,11,4,29,5,Saturday,1,1,Cyber Monday,Fall,48
2025-11-30,2025,11,4,30,6,Sunday,1,0,Regular Day,Fall,48
2025-12-01,2025,12,4,1,0,Monday,0,0,Regular Day,Winter,49
2025-12-02,2025,12,4,2,1,Tuesday,0,0,Regular Day,Winter,49
2025-12-03,2025,12,4,3,2,Wednesday,0,0,Regular Day,Winter,49
2025-12-04,2025,12,4,4,3,Thursday,0,0,Regular Day,Winter,49
2025-12-05,2025,12,4,5,4,Friday,0,0,Regular Day,Winter,49
2025-12-06,2025,12,4,6,5,Saturday,1,0,Regular Day,Winter,49
2025-12-07,2025,12,4,7,6,Sunday,1,0,Regular Day,Winter,49
2025-12-08,2025,12,4,8,0,Monday,0,0,Regular Day,Winter,50
2025-12-09,2025,12,4,9,1,Tuesday,0,0,Regular Day,Winter,50
2025-12-10,2025,12,4,10,2,Wednesday,0,0,Regular Day,Winter,50
2025-12-11,2025,12,4,11,3,Thursday,0,0,Regular Day,Winter,50
2025-12-12,2025,12,4,12,4,Friday,0,0,Regular Day,Winter,50
2025-12-13,2025,12,4,13,5,Saturday,1,0,Regular Day,Winter,50
2025-12-14,2025,12,4,14,6,Sunday,1,0,Regular Day,Winter,50
2025-12-15,2025,12,4,15,0,Monday,0,0,Regular Day,Winter,51
2025-12-16,2025,12,4,16,1,Tuesday,0,0,Regular Day,Winter,51
2025-12-17,2025,12,4,17,2,Wednesday,0,0,Regular Day,Winter,51
2025-12-18,2025,12,4,18,3,Thursday,0,0,Regular Day,Winter,51
2025-12-19,2025,12,4,19,4,Friday,0,0,Regular Day,Winter,51
2025-12-20,2025,12,4,20,5,Saturday,1,0,Regular Day,Winter,51
2025-12-21,2025,12,4,21,6,Sunday,1,0,Regular Day,Winter,51
2025-12-22,2025,12,4,22,0,Monday,0,0,Regular Day,Winter,52
2025-12-23,2025,12,4,23,1,Tuesday,0,0,Regular Day,Winter,52
2025-12-24,2025,12,4,24,2,Wednesday,0,1,Christmas Eve,Winter,52
2025-12-25,2025,12,4,25,3,Thursday,0,1,Christmas Day,Winter,52
2025-12-26,2025,12,4,26,4,Friday,0,0,Regular Day,Winter,52
2025-12-27,2025,12,4,27,5,Saturday,1,0,Regular Day,Winter,52
2025-12-28,2025,12,4,28,6,Sunday,1,0,Regular Day,Winter,52
2025-12-29,2025,12,4,29,0,Monday,0,0,Regular Day,Winter,1
2025-12-30,2025,12,4,30,1,Tuesday,0,0,Regular Day,Winter,1
2025-12-31,2025,12,4,31,2,Wednesday,0,1,New Year's Eve,Winter,1
